-0.12, 1.35, -0.06, 249.99, 143.3, 10.99
-0.48, 2.0, 0.12, 249.99, 110.73, 28.58
-1.8, 3.74, 0.92, -117.9, -123.62, 12.63
-1.49, 4.0, -0.58, -250.0, -250.0, 8.38
-0.38, 2.96, -2.37, -250.0, -250.0, 152.44
0.27, 0.93, -2.62, -250.0, -250.0, 249.99
1.0, -1.47, -1.77, -250.0, -174.36, 240.87
0.81, -2.81, 0.04, -250.0, 23.74, 124.66
-0.04, -0.87, 1.19, 16.3, 28.8, 99.77
0.4, 0.1, 0.85, -70.93, -49.06, 50.52
0.92, -1.03, 0.31, -89.68, 0.89, 39.92
0.66, -1.34, 0.5, 87.81, 64.12, 8.42
0.53, -1.04, 0.48, 249.99, 95.76, -21.03
0.41, -0.74, 0.29, 249.99, 141.45, -34.74
0.14, 0.06, 0.02, 249.99, 198.97, -52.85
-0.01, 0.82, -0.42, 249.99, 237.69, -54.87
0.04, 1.33, -0.65, 249.99, 249.99, -35.3
-0.2, 1.75, -0.33, 249.99, 249.99, -24.93
-0.42, 1.97, 0.09, 249.99, 222.62, -9.33
-0.48, 1.84, 0.33, 249.99, 134.8, 22.99
-0.24, 1.43, 0.25, 179.82, 62.38, 25.93
-0.08, 1.22, 0.14, 118.22, 29.34, 21.88
0.01, 1.21, 0.09, 85.11, 22.25, 18.93
-0.06, 1.25, 0.15, 55.77, 17.59, 20.74
-0.12, 1.31, 0.24, 23.28, -1.94, 21.67
-0.07, 1.32, 0.24, -22.8, -21.07, 22.29
-0.08, 1.29, 0.25, -70.49, -39.01, 21.44
0.06, 1.11, 0.15, -101.91, -47.81, 21.27
-0.08, 1.18, 0.26, -107.16, -40.98, 17.44
-0.9, 2.4, 0.7, -250.0, -130.92, 6.19
-1.9, 4.0, 0.3, -250.0, -250.0, 17.85
-1.31, 4.0, -3.12, -250.0, -250.0, 145.84
1.05, -0.46, -4.0, -250.0, -250.0, 249.99
3.01, -4.0, -2.59, -250.0, 49.54, 231.91
-0.61, -1.76, 1.29, 235.09, 248.87, -38.27
-0.37, 1.91, 1.64, 22.42, -5.46, -50.1
0.79, -0.42, 0.49, -231.36, -8.35, 17.63
0.63, -1.74, 0.65, 31.39, 105.65, 10.39
0.27, -0.57, 0.93, 208.83, 106.74, -43.87
0.42, -0.39, 0.69, 249.99, 116.19, -51.64
0.18, -0.31, 0.65, 249.99, 159.9, -61.73
-0.09, 0.32, 0.55, 249.99, 182.12, -57.02
0.19, 0.54, 0.01, 249.99, 209.65, -50.14
0.12, 0.81, -0.41, 249.99, 249.99, -49.97
-0.26, 1.51, -0.21, 249.99, 249.99, -49.46
-0.49, 1.89, 0.17, 249.99, 216.24, -33.52
-0.34, 1.73, 0.19, 249.99, 133.48, -14.32
-0.13, 1.42, 0.03, 249.99, 98.42, 4.02
-0.14, 1.26, -0.02, 188.48, 83.84, 10.67
-0.17, 1.21, -0.04, 137.95, 62.07, 9.93
-0.2, 1.23, -0.07, 98.34, 35.86, -0.65
-0.15, 1.33, -0.11, 53.05, 19.9, -2.58
