-0.62,0.18,1.23,-100.74,191.73,-127.22
-0.45,0.71,1.42,-85.01,122.47,-91.06
-0.08,0.82,1.28,-127.16,79.34,-70.8
0.16,0.66,0.89,-30.95,-12.52,-77.81
0.12,0.6,0.73,111.72,-94.92,-83.64
0.29,0.8,0.71,208.45,-162.04,-56.8
0.4,0.93,0.87,147.53,-138.57,40.36
0.12,0.73,0.82,104.03,-112.97,89.92
0.03,0.62,0.79,106.58,-112.48,102.39
0.2,0.6,0.79,125.43,-122.34,90.18
0.62,0.43,0.53,124.11,-117.52,54.44
0.83,0.3,0.43,115.97,-108.31,36.98
0.88,0.15,0.4,102.77,-92.82,33.43
0.87,0.08,0.27,80.27,-84.85,27.29
0.98,0,0.07,72.24,-92.72,-5.53
1.09,0.01,-0.09,78.22,-93.44,-59.75
1.37,0.07,-0.04,73.65,-76.31,-82.56
1.16,-0.11,-0.22,30.01,-79.28,-66.7
1.17,-0.29,-0.52,21.64,-97.06,-56.89
1.32,-0.28,-0.71,21.9,-80,-90.62
1.51,-0.34,-0.74,21.93,-28.69,-109.66
1.51,-0.17,-0.64,16.65,17.35,-107.62
1.46,-0.1,-0.56,7.56,44.93,-72.94
1.58,-0.05,-0.42,-2.48,67.4,-13.57
1.64,0.05,-0.29,-15.72,93.54,26
1.53,0.01,-0.21,-18.39,87.48,38.23
1.5,-0.04,-0.18,10.96,42.85,31.92
1.6,0.18,-0.19,35.03,-2.69,13.92
1.71,0.44,-0.21,23.99,-18.06,11.47
1.76,0.57,-0.24,-24.51,1.55,37.68
1.56,0.47,-0.29,-79.73,35.9,62.84
1.33,0.22,-0.27,-87.59,43.76,86.75
1.21,0.11,-0.23,-55.73,29.68,117.91
1.2,0.22,-0.14,-61.52,30.13,126.73
1.13,0.15,-0.02,-103.63,58.76,114.66
0.94,-0.02,0.01,-129.49,83.61,87.04
0.73,0.01,0.15,-120.19,95.31,35.51
0.55,0.06,0.28,-111.89,94.22,0.75
0.44,0.2,0.42,-129.41,101.59,-26.5
0.24,0.23,0.49,-139.34,122.18,-47.66
0.07,0.26,0.53,-133.56,132.77,-69.76
-0.04,0.37,0.66,-113.53,139.4,-90.56
0.01,0.46,0.81,-93.11,131.83,-76.74
0.06,0.61,0.92,-83.38,110.63,-43.11
0.23,0.66,0.92,-78.03,75.01,-7.98
0.39,0.66,0.93,-44.29,40.48,11.95
0.34,0.65,0.95,13.3,-7.68,30.85
0.29,0.8,1.04,60.49,-58.75,49.84
0.35,0.74,1.05,90.66,-103.73,72.94
0.4,0.73,0.99,99.19,-120.19,73.07
0.45,0.53,0.87,108.41,-131.05,63.67
0.53,0.47,0.81,117.75,-137.03,43.73
0.62,0.28,0.65,112.17,-148.8,32.55
0.86,0.2,0.4,107.67,-148.69,2.69
0.88,0.06,0.25,101.59,-140.17,-11.25
0.79,0.03,0.1,98.63,-142.68,-17.64
0.81,0.09,-0.07,84.14,-156.42,-40.54
0.84,0.12,-0.26,73.24,-162.4,-63.42
1.01,0.09,-0.5,69.56,-156.72,-80.8
1.14,0,-0.61,52.09,-133.02,-63.66
1.12,-0.14,-0.77,24.98,-110.14,-39.23
1.18,-0.4,-1.13,29.2,-97.83,-47.97
1.51,-0.35,-1.15,49.39,-38.14,-77.52
1.68,-0.21,-0.96,46.94,48.24,-76.69
1.5,-0.13,-0.63,10.64,110.91,-19.56
1.23,-0.21,-0.41,-41.92,114.62,80.6
1.21,-0.29,-0.43,-47.47,84.72,92.27
1.26,-0.38,-0.48,-28.79,56.71,59.02
1.36,-0.38,-0.49,-5.87,47.28,24.57
1.38,-0.17,-0.39,-9.14,48.58,12.62
1.32,0.02,-0.31,-35.44,46.1,18.78
1.36,0.18,-0.28,-44.48,48.97,16.06
1.38,0.3,-0.19,-70.53,62.6,6.03
1.27,0.29,-0.12,-94.69,71.27,18.14
1.15,0.1,-0.11,-91.22,49.05,64.64
1.21,0.15,-0.12,-81.68,43.91,78.32
1.21,0.31,-0.04,-86.53,67.97,32.03
0.84,0.17,0.16,-107.77,83.45,-3.17
0.63,0.13,0.22,-110.67,84.95,13.63
0.53,0.16,0.25,-115.71,102.29,0.55
0.34,0.25,0.35,-121.38,134.81,-45.97
0.11,0.39,0.64,-107.89,147.37,-94.36
0.09,0.58,0.86,-84.98,135.79,-75.23
0.2,0.81,0.99,-85.41,117.36,-37.55
0.33,0.89,1.04,-70.18,80.28,-16.18
0.29,0.8,1.02,-21.87,23.14,2.47
0.32,0.8,0.97,39.76,-32.43,30.96
0.39,0.81,0.92,66.46,-74.01,49.46
0.37,0.68,0.83,79.73,-95.45,59.09
0.4,0.62,0.74,92.92,-109.66,56.55
0.45,0.57,0.72,104.89,-114.84,45.17
0.57,0.58,0.71,116.29,-124.76,39.21
0.7,0.52,0.63,117.08,-137.03,40.53
0.86,0.47,0.44,113.24,-142.42,42.7
0.89,0.41,0.31,98.93,-135.68,35.16
0.87,0.28,0.12,102.63,-124.71,15.62
0.94,0.17,-0.11,112.6,-139.24,6.39
1.18,0.3,-0.21,85.44,-114.12,10.44
1.13,0.19,-0.3,43.56,-87.7,10.91
1.11,-0.22,-0.56,56.07,-91.31,26.63
1.06,-0.42,-0.77,79.53,-85.89,10.4
1.09,-0.55,-0.94,116.41,-82.65,-35.23
1.24,-0.59,-0.84,136.68,-53.53,-81.23
1.35,-0.64,-0.57,128.3,1.99,-75.32
1.27,-0.6,-0.43,87.78,33.98,-44.49
1.15,-0.65,-0.37,47.73,37.78,-23.99
1.23,-0.72,-0.28,14.14,47.55,-2.76
1.22,-0.58,-0.24,-28.92,67.46,7.45
1.24,-0.41,-0.24,-64.01,73.05,3.98
1.28,-0.23,-0.23,-81.57,69.15,0.04
1.27,-0.16,-0.19,-91.03,47.97,16.4
1.28,-0.12,-0.24,-85.24,27.31,46.97
1.52,0.16,-0.24,-96.08,34.07,51.79
1.46,0.24,-0.23,-120,47.9,39.39
1.15,0.02,-0.27,-113.96,29.36,41.4
